,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車時間,合成キー,評価,,,,
-,-,19,2018/11/9 19:58,062-713-BANANA 062-712-BANANA 027-302-GREEN,11738,乗客アプリ（地図から）,5366,877,2,3,,2018/11/9 20:05,2018/11/9 20:11,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/9 20:02,2018/11/9 20:02,2018/11/9 20:10,2018/11/9 20:10,,2018/11/9 19:58,0:06:28,0:19:24,,02,06,,,2018/11/9 19:58,2018/11/9 20:11,43413.831944444443413.8409722222,#N/A,,,,
-,-,19,2018/11/9 19:59,063-790-BANANA,11740,まちかど端末（乗降ポイントから）,0,664,9,1,,2018/11/9 20:03,2018/11/9 20:10,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 20:03,2018/11/9 20:03,2018/11/9 20:12,2018/11/9 20:12,,2018/11/9 19:59,0:06:16,0:06:16,,00,04,,,2018/11/9 19:59,2018/11/9 20:10,43413.832638888943413.8402777778,#N/A,,,,
-,-,19,2018/11/9 19:59,064-434-BANANA,11741,まちかど端末（乗降ポイントから）,0,381,10,1,,2018/11/9 20:04,2018/11/9 20:13,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.456605 139.635327,横浜ベイホテル東急,2018/11/9 20:04,2018/11/9 20:04,2018/11/9 20:18,2018/11/9 20:18,,2018/11/9 19:59,0:09:34,0:09:34,,00,04,,,2018/11/9 19:59,2018/11/9 20:13,43413.832638888943413.8423611111,#N/A,,,,
★,☆,19,2018/11/9 19:10,020-272-GREEN,11714,乗客アプリ（地図から）,3293,296,8,1,2018/11/9 19:16,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441441 139.648505,横浜中華街朱雀門,2018/11/9 19:20,,2018/11/9 19:40,,2018/11/9 19:20,2018/11/9 19:20,0:00:00,0:00:00,,00,00,,,2018/11/9 19:10,1900/1/0 0:00,43413.79861111110,#N/A,,※384行と同一人物と思われるため一番短い待ち時間を採用,,
★,☆,19,2018/11/9 19:17,020-271-GREEN 020-272-GREEN,11720,乗客アプリ（地図から）,3293,427,3,2,2018/11/9 19:18,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441441 139.648505,横浜中華街朱雀門,2018/11/9 19:26,,2018/11/9 19:42,,2018/11/9 19:26,2018/11/9 19:26,0:00:00,0:00:00,,00,,,,2018/11/9 19:17,1900/1/0 0:00,43413.80347222220,#N/A,,※383行と同一人物と思われるため一番短い待ち時間を採用,,
-,☆,19,2018/11/9 19:54,062-713-BANANA 062-712-BANANA 027-302-GREEN,11734,乗客アプリ（目的地から）,5366,572,9,3,2018/11/9 19:54,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/9 19:58,,2018/11/9 20:06,,,2018/11/9 19:54,0:00:00,0:00:00,,00,04,,,2018/11/9 19:54,1900/1/0 0:00,43413.82916666670,#N/A,,※386行と同一人物と思われるため一番短い待ち時間を採用,,
-,☆,19,2018/11/9 19:56,062-713-BANANA 062-712-BANANA 027-302-GREEN,11735,乗客アプリ（地図から）,5366,482,9,3,2018/11/9 19:56,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/9 20:00,,2018/11/9 20:08,,,2018/11/9 19:56,0:00:00,0:00:00,,00,,,,2018/11/9 19:56,1900/1/0 0:00,43413.83055555560,#N/A,,※385行と同一人物と思われるため一番短い待ち時間を採用,,
★,-,20,2018/11/9 19:51,166-664-agekke,11733,乗客アプリ（地図から）,1751,134,11,1,,2018/11/9 19:56,2018/11/9 20:05,35.448676 139.635696,横浜平和プラザホテル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/9 20:01,2018/11/9 20:01,2018/11/9 20:14,2018/11/9 20:14,2018/11/9 20:01,2018/11/9 20:01,0:09:09,0:09:09,265,00,00,03,02,2018/11/9 19:51,2018/11/9 20:05,43413.827083333343413.8368055556,肯定的,,,,
★,-,20,2018/11/9 19:58,004-383-BLUE,11739,まちかど端末（店舗から）,0,292,7,1,,2018/11/9 20:08,2018/11/9 20:16,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/9 20:08,2018/11/9 20:08,2018/11/9 20:16,2018/11/9 20:16,2018/11/9 20:08,2018/11/9 20:08,0:07:04,0:07:04,,00,00,,,2018/11/9 19:58,2018/11/9 20:16,43413.831944444443413.8444444444,#N/A,,,,
-,-,20,2018/11/9 20:02,019-505-RED 018-133-RED,11742,乗客アプリ（地図から）,2902,731,3,2,,2018/11/9 20:06,2018/11/9 20:15,35.452963 139.642093,横浜赤レンガ倉庫,35.454389 139.630904,横浜ランドマークタワー,2018/11/9 20:10,2018/11/9 20:10,2018/11/9 20:22,2018/11/9 20:22,,2018/11/9 20:02,0:08:39,0:17:18,,00,04,,,2018/11/9 20:02,2018/11/9 20:15,43413.834722222243413.84375,肯定的,,,,
-,-,20,2018/11/9 20:05,062-652-BANANA 062-967-BANANA 063-010-BANANA,11743,乗客アプリ（地図から）,2097,893,8,3,,2018/11/9 20:07,2018/11/9 20:14,35.450554 139.632616,横浜桜木町ワシントンホテル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/9 20:08,2018/11/9 20:08,2018/11/9 20:20,2018/11/9 20:20,,2018/11/9 20:05,0:07:01,0:21:03,,00,02,,,2018/11/9 20:05,2018/11/9 20:14,43413.836805555643413.8430555556,#N/A,,,,
-,-,20,2018/11/9 20:06,032-204-YELLOW,11744,乗客アプリ（目的地から）,5650,294,4,1,,2018/11/9 20:09,2018/11/9 20:13,35.452963 139.642093,横浜赤レンガ倉庫,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/9 20:09,2018/11/9 20:09,2018/11/9 20:17,2018/11/9 20:17,,2018/11/9 20:06,0:04:23,0:04:23,,00,02,,,2018/11/9 20:06,2018/11/9 20:13,43413.837543413.8423611111,#N/A,,,,
-,-,20,2018/11/9 20:08,019-506-RED,11745,乗客アプリ（地図から）,1352,573,11,1,,2018/11/9 20:12,2018/11/9 20:17,35.452963 139.642093,横浜赤レンガ倉庫,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 20:14,2018/11/9 20:14,2018/11/9 20:24,2018/11/9 20:24,,2018/11/9 20:08,0:05:39,0:05:39,,00,03,,,2018/11/9 20:08,2018/11/9 20:17,43413.838888888943413.8451388889,#N/A,,,,
★,-,20,2018/11/9 20:10,008-104-BLUE 111-072-SUN,11746,乗客アプリ（地図から）,3378,575,6,2,,2018/11/9 20:24,2018/11/9 20:34,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443073 139.651914,横浜人形の家,2018/11/9 20:20,2018/11/9 20:20,2018/11/9 20:33,2018/11/9 20:33,2018/11/9 20:20,2018/11/9 20:20,0:10:14,0:20:28,,03,03,,,2018/11/9 20:10,2018/11/9 20:34,43413.840277777843413.8569444444,#N/A,,,,
-,-,20,2018/11/9 20:13,020-350-GREEN,11747,まちかど端末（乗降ポイントから）,0,601,3,1,,2018/11/9 20:15,2018/11/9 20:24,35.454389 139.630904,横浜ランドマークタワー,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/9 20:16,2018/11/9 20:16,2018/11/9 20:24,2018/11/9 20:24,,2018/11/9 20:13,0:08:26,0:08:26,,00,02,,,2018/11/9 20:13,2018/11/9 20:24,43413.842361111143413.85,#N/A,,,,
★,-,20,2018/11/9 20:20,166-640-agekke,11748,乗客アプリ（目的地から）,2589,142,1,1,,2018/11/9 20:30,2018/11/9 20:38,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/9 20:30,2018/11/9 20:30,2018/11/9 20:46,2018/11/9 20:46,2018/11/9 20:30,2018/11/9 20:30,0:07:29,0:07:29,,00,00,,,2018/11/9 20:20,2018/11/9 20:38,43413.847222222243413.8597222222,#N/A,,,,
-,-,20,2018/11/9 20:20,024-931-GREEN,11749,まちかど端末（店舗から）,0,182,10,1,,2018/11/9 20:23,2018/11/9 20:26,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 20:22,2018/11/9 20:22,2018/11/9 20:31,2018/11/9 20:31,,2018/11/9 20:20,0:03:00,0:03:00,,00,02,,,2018/11/9 20:20,2018/11/9 20:26,43413.847222222243413.8513888889,#N/A,,,,
-,-,20,2018/11/9 20:21,018-134-RED,11750,まちかど端末（乗降ポイントから）,0,633,7,1,,2018/11/9 20:24,2018/11/9 20:28,35.452963 139.642093,横浜赤レンガ倉庫,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 20:23,2018/11/9 20:23,2018/11/9 20:33,2018/11/9 20:33,,2018/11/9 20:21,0:04:23,0:04:23,,00,02,,,2018/11/9 20:21,2018/11/9 20:28,43413.847916666743413.8527777778,#N/A,,,,
-,-,20,2018/11/9 20:22,007-854-BLUE,11751,乗客アプリ（地図から）,5215,530,2,1,,2018/11/9 20:25,2018/11/9 20:29,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 20:24,2018/11/9 20:24,2018/11/9 20:30,2018/11/9 20:30,,2018/11/9 20:22,0:04:11,0:04:11,,01,03,,,2018/11/9 20:22,2018/11/9 20:29,43413.848611111143413.8534722222,#N/A,,,,
-,-,20,2018/11/9 20:24,102-624-SNOW 102-625-SNOW,11752,乗客アプリ（簡単予約）,4550,14,11,2,,2018/11/9 20:29,2018/11/9 20:34,35.443908 139.635249,イセザキ・モール,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/9 20:28,2018/11/9 20:28,2018/11/9 20:37,2018/11/9 20:37,,2018/11/9 20:24,0:05:36,0:11:12,,00,04,,,2018/11/9 20:24,2018/11/9 20:34,43413.8543413.8569444444,#N/A,,,,
-,-,20,2018/11/9 20:28,018-467-RED 018-466-RED 018-468-RED,11753,乗客アプリ（目的地から）,5179,799,4,3,,2018/11/9 20:32,2018/11/9 20:36,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.456605 139.635327,横浜ベイホテル東急,2018/11/9 20:34,2018/11/9 20:34,2018/11/9 20:48,2018/11/9 20:48,,2018/11/9 20:28,0:03:55,0:11:45,,00,03,,,2018/11/9 20:28,2018/11/9 20:36,43413.852777777843413.8583333333,#N/A,,,,
-,-,20,2018/11/9 20:29,166-653-agekke,11754,乗客アプリ（目的地から）,3945,495,3,1,,2018/11/9 20:34,2018/11/9 20:44,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/9 20:35,2018/11/9 20:35,2018/11/9 20:43,2018/11/9 20:43,,2018/11/9 20:29,0:09:33,0:09:33,,00,04,,,2018/11/9 20:29,2018/11/9 20:44,43413.853472222243413.8638888889,#N/A,,,,
-,-,20,2018/11/9 20:35,052-382-STRAWBERRY,11755,乗客アプリ（簡単予約）,2406,763,8,1,,2018/11/9 20:43,2018/11/9 20:49,35.443908 139.635249,イセザキ・モール,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/9 20:40,2018/11/9 20:40,2018/11/9 20:54,2018/11/9 20:54,,2018/11/9 20:35,0:06:39,0:06:39,,02,07,,,2018/11/9 20:35,2018/11/9 20:49,43413.857638888943413.8673611111,#N/A,,,,
-,-,20,2018/11/9 20:35,166-813-agekke,11756,乗客アプリ（地図から）,3492,620,2,1,,2018/11/9 20:37,2018/11/9 20:57,35.443659 139.650847,横浜マリンタワー,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/9 20:37,2018/11/9 20:37,2018/11/9 20:54,2018/11/9 20:54,,2018/11/9 20:35,0:19:58,0:19:58,,00,02,,,2018/11/9 20:35,2018/11/9 20:57,43413.857638888943413.8729166667,#N/A,,,,
-,-,20,2018/11/9 20:36,018-135-RED,11757,乗客アプリ（地図から）,4795,991,7,1,,2018/11/9 20:39,2018/11/9 20:43,35.452963 139.642093,横浜赤レンガ倉庫,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/9 20:38,2018/11/9 20:38,2018/11/9 20:45,2018/11/9 20:45,,2018/11/9 20:36,0:03:42,0:03:42,,00,02,,,2018/11/9 20:36,2018/11/9 20:43,43413.858333333343413.8631944444,#N/A,,,,
-,-,20,2018/11/9 20:37,109-792-SNOW,11758,乗客アプリ（地図から）,5577,592,9,1,,2018/11/9 20:38,2018/11/9 20:47,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/9 20:40,2018/11/9 20:40,2018/11/9 20:51,2018/11/9 20:51,,2018/11/9 20:37,0:09:02,0:09:02,,00,01,,,2018/11/9 20:37,2018/11/9 20:47,43413.859027777843413.8659722222,#N/A,,,,
-,-,20,2018/11/9 20:38,166-641-agekke 166-812-agekke,11759,まちかど端末（乗降ポイントから）,0,348,4,2,,2018/11/9 20:43,2018/11/9 20:48,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/9 20:43,2018/11/9 20:43,2018/11/9 20:52,2018/11/9 20:52,,2018/11/9 20:38,0:05:04,0:10:08,,00,04,,,2018/11/9 20:38,2018/11/9 20:48,43413.859722222243413.8666666667,#N/A,,,,
-,-,20,2018/11/9 20:39,018-656-RED,11760,まちかど端末（店舗から）,0,222,10,1,,2018/11/9 20:44,2018/11/9 20:50,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/11/9 20:44,2018/11/9 20:44,2018/11/9 20:50,2018/11/9 20:50,,2018/11/9 20:39,0:05:42,0:05:42,,00,04,,,2018/11/9 20:39,2018/11/9 20:50,43413.860416666743413.8680555556,#N/A,,,,
★,-,20,2018/11/9 20:41,018-342-RED 018-343-RED,11761,乗客アプリ（地図から）,5422,713,2,2,,2018/11/9 20:47,2018/11/9 21:00,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/9 20:51,2018/11/9 20:51,2018/11/9 21:09,2018/11/9 21:09,2018/11/9 20:51,2018/11/9 20:51,0:12:52,0:25:44,,00,00,,,2018/11/9 20:41,2018/11/9 21:00,43413.861805555643413.875,#N/A,,,,
-,-,20,2018/11/9 20:43,166-656-agekke,11763,乗客アプリ（地図から）,3744,839,6,1,,2018/11/9 20:46,2018/11/9 20:51,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/9 20:50,2018/11/9 20:50,2018/11/9 20:57,2018/11/9 20:57,,2018/11/9 20:43,0:05:02,0:05:02,,00,02,,,2018/11/9 20:43,2018/11/9 20:51,43413.863194444443413.86875,#N/A,,,,
-,-,20,2018/11/9 20:43,065-356-BANANA,11764,乗客アプリ（目的地から）,3144,463,7,1,,2018/11/9 20:50,2018/11/9 20:58,35.456605 139.635327,横浜ベイホテル東急,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/9 20:53,2018/11/9 20:53,2018/11/9 21:04,2018/11/9 21:04,,2018/11/9 20:43,0:08:39,0:08:39,,00,06,,,2018/11/9 20:43,2018/11/9 20:58,43413.863194444443413.8736111111,#N/A,,,,
-,-,20,2018/11/9 20:44,025-747-GREEN,11765,乗客アプリ（目的地から）,1312,932,11,1,,2018/11/9 20:46,2018/11/9 20:51,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 20:46,2018/11/9 20:46,2018/11/9 20:55,2018/11/9 20:55,,2018/11/9 20:44,0:04:54,0:04:54,,00,01,,,2018/11/9 20:44,2018/11/9 20:51,43413.863888888943413.86875,#N/A,,,,
-,-,20,2018/11/9 20:45,027-332-GREEN 028-326-GREEN,11766,まちかど端末（店舗から）,0,993,3,2,,2018/11/9 20:49,2018/11/9 20:54,35.454389 139.630904,横浜ランドマークタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/9 20:52,2018/11/9 20:52,2018/11/9 21:04,2018/11/9 21:04,,2018/11/9 20:45,0:05:46,0:11:32,,00,03,,,2018/11/9 20:45,2018/11/9 20:54,43413.864583333343413.8708333333,#N/A,,,,
-,-,20,2018/11/9 20:54,020-141-GREEN,11767,乗客アプリ（地図から）,5429,681,10,1,,2018/11/9 20:58,2018/11/9 21:04,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.443908 139.635249,イセザキ・モール,2018/11/9 20:58,2018/11/9 20:58,2018/11/9 21:05,2018/11/9 21:05,,2018/11/9 20:54,0:06:08,0:06:08,,00,03,,,2018/11/9 20:54,2018/11/9 21:04,43413.870833333343413.8777777778,#N/A,,,,
-,-,20,2018/11/9 20:57,004-382-BLUE,11768,乗客アプリ（目的地から）,3839,53,9,1,,2018/11/9 21:00,2018/11/9 21:03,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/9 21:00,2018/11/9 21:00,2018/11/9 21:09,2018/11/9 21:09,,2018/11/9 20:57,0:03:14,0:03:14,,00,02,,,2018/11/9 20:57,2018/11/9 21:03,43413.872916666743413.8770833333,#N/A,,,,
-,☆,20,2018/11/9 20:41,065-356-BANANA,11762,乗客アプリ（目的地から）,3144,740,1,1,2018/11/9 20:43,,,35.456605 139.635327,横浜ベイホテル東急,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/9 20:51,,2018/11/9 21:02,,,2018/11/9 20:41,0:00:00,0:00:00,,00,09,,,2018/11/9 20:41,1900/1/0 0:00,43413.86180555560,#N/A,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,
